prod;precio
Mermelada frambuesas Hero light con stevia;1.95
Mezcla de 3 tés Hacendado;1.15
Mezcla de especias para gazpacho manchego Hacendado;1.45
Mezcla de gammarus para tortugas Dr. Wu Tetra;1.98
Mezcla semillas Hacendado;1.10
Miel cremosa Hacendado;3.25
Miel de caña de azúcar Nuestra Señora del Carmen;1.79
Miel de eucalipto Hacendado;3.55
Miel de flores Hacendado;3.90
Miel de flores monodosis Hacendado;1.95
Miel de naranjo Hacendado;3.84
Miel de romero Hacendado;4.19
Migas de bacalao al estilo inglés Ubago;3.00
Migas de bacalao desaladas Hacendado;4.35
Migas de bacalao sin espinas y sin piel Hacendado congeladas;2.98
Migas de bacalao Ubago;4.40
Migas Hacendado;2.10
Mini aritos perro adulto Compy;3.95
Mini Babybel;2.85
Mini barritas chocolate negro Hacendado con crujiente de semillas y galleta;1.40
Mini biscotes de trigo Minigrill;0.55
Mini biscotes integrales Minigrill;0.56
Mini bocadito Hacendado;0.13
Mini bocados Hacendado;0.95
Mini burgers de pollo;1.50
Mini burgers de vacuno y cerdo;1.55
Mini cereales rellenos de chocolate y avellanas Hacendado;1.30
Mini cereales rellenos de leche Hacendado;1.60
Mini chorizo ibérico extra La Hacienda del ibérico;1.98
Mini croissant bañado al cacao Hacendado;0.90
Mini croissants de mantequilla;1.50
Mini croquetas de jamón Hacendado ultracongeladas;1.00
Mini eau de parfum hombre Flor de Mayo Mistery;1.50
Mini eau de parfum hombre Flor de Mayo Mr. Perfect;1.50
Mini eau de parfum hombre Flor de Mayo Silver dream;1.50
Mini eau de parfum mujer Flor de Mayo Blue Dream;1.50
Mini eau de parfum mujer Flor de Mayo Flower boom;1.50
Mini eau de parfum mujer Flor de Mayo Hi! Serenity;1.50
Mini eau de parfum mujer Flor de Mayo Hi! Tropical;1.50
Mini eau de parfum mujer Flor de Mayo Pink Dream;1.50
Mini empanadillas de atún Hacendado ultracongeladas;1.70
Mini empanadillas de pisto;1.50
Mini hamburguesas vegetales Kioene con guisantes y espinacas;2.40
Mini helado de sorbete Hipnotic Hacendado naranja, limón, piña y fresa;2.30
Mini helados Hacendado;1.30
Mini huevos de chocolate con leche Schoko-Bons rellenos de leche y avellanas;3.00
Mini mechero Clipper;2.40
Mini rollitos con setas Hacendado ultracongelados;1.50
Mini saladas;1.98
Mini salchichón ibérico extra La Hacienda del ibérico;1.98
Mini taquitos de jamón Incarlopsa;2.15
Mini tartaletas Confiletas;1.65
Mini tortillas de trigo Hacendado;1.50
Mini tostadas de trigo Minigrill extra finas;1.00
Mini tostas de trigo integrales Minigrill extra finas;1.00
Ministick dental para perro Compy;1.98
Mistela dulce de moscatel Mig Segle D.O Valencia;2.79
Mistela muy dulce de moscatel Mig Segle D.O Valencia;2.89
Mix de frutos rojos Hacendado ultracongeladas;1.30
Mix de verduras jardinera;1.45
Mix de verduras paisana;1.35
Mojama de atún superior en lonchas Ubago;1.90
Mojama de atún superior en taco Ubago;5.80
Mojicón sin azúcares añadidos Gloria;0.22
Mojito Almirante;5.15
Molde de aluminio Alibérico;1.35
Molde de aluminio cuadrado 2,7L Alibérico;1.80
Molde de aluminio rectangular 0,5L Alibérico;1.35
Molde de aluminio rectangular 1,5L Alibérico;2.50
Molde de aluminio redondo 1L Alibérico;1.45
Molde de papel magdalenas nº8 P&H;0.75
Molde de papel trufa P&H;0.80
Molinillo mix pimientas Hacendado;1.40
Molinillo pimienta negra Hacendado;1.32
Molinillo sal marina con hierbas Hacendado;1.60
Mollejas de pollo;1.74
Monedas de chocolate con leche;0.80
Mopa atrapa polvo Bosque Verde multiusos;3.30
Moras;1.99
Morcilla de arroz y cebolla;1.34
Morcilla de cebolla oreada;1.51
Morcilla ibérica La Hacienda del ibérico;2.06
Morcilla oreada d' Ontinyent;1.59
Morcón cebo ibérico cortado a máquina;2.25
Morcón ibérico La Hacienda del ibérico;12.50
Mordedor silicona Deliplus;2.80
Morralla;688.05
Mortadela con aceitunas Hacendado lonchas;0.95
Mortadela de pavo Hacendado finas lonchas;1.00
Mortadela Hacendado;1.55
Mortadela Hacendado lonchas;0.90
Mortadela italiana Hacendado finas lonchas;1.69
Mortadela veggie con aceitunas Noel;2.49
Mortadela veggie con aceitunas Noel lonchas;1.19
Mostaza a la antigua Hacendado;1.10
Mostaza de Dijon Hacendado;0.99
Mostaza dulce Hacendado;0.80
Mostaza Hacendado;0.70
Mosto blanco Casón Histórico;1.15
Mosto tinto Casón Histórico;1.15
Mousse con pollo gato adulto Delikuit;1.70
Mousse con ternera gato adulto Delikuit;1.70
Mousse de chocolate Hacendado;0.71
Mousse de lenguado gato adulto Delikuit;1.70
Mousse de limón Hacendado congelado;8.00
Mousse de pato Hacendado;1.65
Mousse de queso Hacendado congelado;6.50
Mousse de queso y nueces Hacendado;0.95
Mousse de queso, ajo y finas hierbas Hacendado;0.95
Mousse de salmón Hacendado;1.80
Mousse fijador cabello rizado Deliplus fijación 2;2.70
Mozzarella di bufala campana Hacendado;1.70
Mozzarella fresca Hacendado;0.80
Mozzarella fresca light Hacendado;0.90
Muesli 50% frutas y frutos secos Hacendado;1.79
Muesli con frutas Hacendado;1.59
Muesli con quinoa, chía y chocolate negro Hacendado;1.80
Muesli crujiente con chocolate Hacendado;1.75
Muesli crujiente con fruta Hacendado;1.59
Muesli crujiente con frutos secos Hacendado;1.75
Muesli crujiente sin azúcares añadidos Hacendado;1.60
Muesli crunchy Hacendado;1.25
Muffin chocolate;1.00
Muffins con chips de chocolate Horno de San Juan;1.69
Multinfusión delgaxan Pompadour;2.25
Multinfusión digestive Pompadour;1.90
Multinfusión quema-grasa Pompadour;2.25
Multiusos desinfectante antibacterias Bosque Verde;1.95
Multiusos perfumado Bosque Verde;1.60
Multiusos ph neutro Las 3 Brujas;2.35
Muslitos de surimi Pescanova ultracongelados;2.15
Muslo de pato en confit Hacendado;4.02
Muslos de pollo deshuesados con piel;2.10
Muslos de pollo rural deshuesados con piel;4.17
Nabicol;0.85
Nabo;0.78
Nachos Hacendado;0.85
Nachos Padrísimos Hacendado sabor guacamole;1.10
Nachos tex-mex Hacendado sabor queso;0.85
Napolitana 3 chocolates;0.70
Napolitana mixta jamón york y queso;0.70
Napolitana rellena de cacao;1.35
Napolitanas con crema de cacao Hacendado;1.09
Napolitanas con crema Hacendado;1.15
Naranja;0.41
Naranjas;3.79
Nata fresca para cocinar Hacendado;1.05
Nata ligera para cocinar Hacendado;1.32
Nata ligera para cocinar sin lactosa Hacendado;1.90
Nata montada azucarada Hacendado;0.99
Nata montada azucarada sin lactosa Friocrem;1.50
Nata para montar Hacendado;1.05
Natilla sabor chocolate Deliplus con pepitas de chocolate;6.00
Natillas de chocolate con leche Hacendado;0.69
Natillas de chocolate Danet;2.78
Natillas de vainilla Danet;2.78
Natillas infantiles con galletas Hacendado +6 meses;1.70
Natillas sabor vainilla con galleta Hacendado;0.99
Natillas sabor vainilla Hacendado;0.69
Navaja cruda Hacendado congelada;3.50
Navajas;3.70
Navajas al natural Du nord;1.69
Neceser solar Delial;9.50
Nécora cocida Errigal Bay congelada;5.95
Néctar 5 frutas Hacendado sin azúcares añadidos;1.25
Néctar de mango Hacendado sin azúcares añadidos;0.76
Néctar de maracuyá Hacendado fruta de la pasión, mango, uva y manzana;0.70
Néctar de melocotón Hacendado sin azúcares añadidos;0.55
Néctar de melocotón La Verja;1.19
Néctar de naranja Hacendado sin azúcares añadidos;0.55
Néctar de pera Hacendado sin azúcares añadidos;0.90
Néctar de piña Hacendado sin azúcares añadidos;0.59
Néctar de piña La Verja;1.19
Néctar de pomelo Hacendado sin azúcares añadidos;1.00
Néctar guayaba Hacendado sin azúcares añadidos;0.90
Néctar multivitaminas Hacendado sin azúcares añadidos;0.85
Néctar tropical Hacendado sin azúcares añadidos;0.57
Nectarina;0.48
Nidos al huevo tagliatelle Hacendado;1.15
Nidos vegetales Hacendado;1.15
Noodles de arroz Acecook;1.25
Noodles de arroz Hacendado sabor vegetal;1.30
Nueces Hacendado chocolate con leche;1.75
Nuez macadamia Hacendado;2.70
Nuez moscada molida Hacendado;1.10
Nuez natural Hacendado;2.79
Nuez Pecana natural Hacendado;3.95
Nuggets de merluza Pescanova ultracongelados;1.99
Nuggets de pavo Hacendado ultracongelados;2.60
Nuggets de pollo;2.11
Nuggets de pollo Hacendado ultracongelados;2.25
Ñoras Hacendado;0.96
Obleas para helados Hacendado;0.40
Obleas redondas Hacendado;1.99
Orégano Hacendado;0.56
Oreja de cerdo cocida adobada Rogusa;3.57
Oreja guisada La Nora;1.85
Orejones albaricoque Hacendado;1.99
Osi choc Hacendado espumas dulces bañadas de chocolate con leche;1.00
Osobuco de cerdo;0.74
Pacharán Gure;7.25
Pacharán Zoco;10.29
Pajaritas vegetales Hacendado;0.69
Paleta curada lonchas Paletas Marpa;3.50
Paleta de bellota ibérica La Hacienda del ibérico;159.00
Paleta de cebo ibérica La Hacienda del ibérico;4.19
Paleta de cerdo curada Marpa;28.00
Paleta matamoscas Bosque Verde;0.75
Paleta sombras de ojos New Roses Deliplus;5.75
Paleta sombras de ojos perladas Deliplus My Soul;4.50
Paletilla de cordero lechal asado fácil;12.60
Paletilla de lechal entera congelada;10.99
Paletinas de madera Bosque Verde;1.00
Palillos redondos;0.80
Palito de bacalao seco y salado Ubago;2.44
Palitos con frutos secos Hacendado;0.95
Palitos con queso fundido La vaca que ríe;1.99
Palitos de merluza a la romana Hacendado ultracongelados;1.85
Palitos de naranjo Filarmonica;1.35
Palitos de pan 60% integral Anitin;1.19
Palitos de pan con cacahuete Anitin;1.19
Palitos de pan con cereales y trigo espelta 25% Anitin;1.19
Palitos de pan con chocolate Anitin;1.19
Palitos de pan con pimentón Anitin;1.19
Palitos de pan con pipas Anitin;1.19
Palitos de pan con queso Anitin;1.19
Palitos de pan con sabor a sobrasada Anitin;1.19
Palitos de pan con verduras Anitin;1.19
Palitos de surimi Pescanova;2.19
Palitos de zanahoria;1.49
Palitos Mikado chocolate noir;1.35
Palmera con cacao Hacendado;0.36
Palmera de cacao;1.60
Palmera de cacao Hacendado sin azúcar añadido;0.34
Palmeritas Hacendado;0.85
Palomitas caramelo Hacendado;1.15
Palomitas de maíz con sal Hacendado;0.90
Palomitas de maíz con sal Hacendado para microondas;0.62
Palomitas de maíz dulces Hacendado para microondas;1.60
Palomitas de maíz sabor mantequilla Hacendado para microondas;1.12
Pan 100% de trigo espelta;1.25
Pan 100% de trigo espelta rebanado;1.25
Pan bregado;1.50
Pan bregado rebanado;1.50
Pan campeón del mundo;1.89
Pan campeón del mundo rebanado;1.89
Pan con semillas 4,5%;1.50
Pan con semillas 4,5% rebanado;1.50
Pan de cristal redondo;0.35
Pan de fibra y sésamo Hacendado;0.95
Pan de hamburguesa 100% integral Hacendado;1.10
Pan de hamburguesa Hacendado sin sésamo;0.85
Pan de leche Hacendado;1.28
Pan de molde 100% integral familiar Hacendado;0.95
Pan de molde 100% integral Hacendado;0.69
Pan de molde 100% integral Hacendado 0% azúcares añadidos;1.09
Pan de molde 100% integral sin corteza Hacendado;1.19
Pan de molde 12 cereales y semillas Hacendado;1.50
Pan de molde blanco Bimbo natural 100%;1.89
Pan de molde blanco familiar Hacendado;0.95
Pan de molde blanco Hacendado;0.59
Pan de molde blanco rebanada gruesa Hacendado;1.12
Pan de molde blanco sin corteza Hacendado;1.09
Pan de molde cereales Hacendado;0.99
Pan de molde con 30% avena Hacendado;1.25
Pan de molde con 52% centeno Hacendado;1.39
Pan de molde espelta 100% integral Hacendado;1.10
Pan de molde semillas y pipas de calabaza Hacendado;1.68
Pan de molde sin gluten blanco Hacendado;2.63
Pan de molde sin gluten multicereales Beiker;2.65
Pan de nueces 8,5%;1.50
Pan de nueces 8,5% rebanado;1.50
Pan de Pita Original precocido;1.19
Pan de sándwich cereales La Familia;1.09
Pan hot dog Hacendado;0.75
Pan integral 100%;1.60
Pan integral 100% rebanado;1.60
Pan integral de centeno Hacendado;1.15
Pan maxi hamburguesa Hacendado;0.79
Pan moño;1.35
Pan moño rebanado;1.35
Pan rallado casero Hacendado;0.88
Pan rallado con ajo y perejil Hacendado;0.80
Pan rallado Hacendado;0.67
Pan rallado sin gluten Hacendado;1.95
Pan redondo 5 semillas;1.45
Pan tostado 100% espelta integral Hacendado;1.30
Pan tostado 100% integral bajo en sal y en azúcares Hacendado;1.95
Pan tostado 60% integral Hacendado;1.45
Pan tostado cereales y semillas Hacendado;1.99
Pan tostado classic Hacendado;1.30
Pan tostado con ajo y perejil Hacendado;0.90
Pan tostado con tomate Hacendado;0.90
Pan tostado para dipear y untar Pan Spezial;1.50
Pan tostado pasas Hacendado;1.00
Pan tostado vitalité Wasa;2.30
Pan Viena;0.25
Pancakes Hacendado;2.20
Panceta;2.75
Panceta salada ibérica La Hacienda del ibérico;2.05
Panceta sin corteza La Selva lonchas;2.23
Pandilla sabor queso Cheetos;1.20
Panecillo;0.10
Panecillo 30% integral de trigo;0.19
Panecillo 50% harina integral de trigo sin sal añadida;0.20
Panecillo campeón del mundo;0.25
Panecillo de 6 cereales;0.25
Panecillo de ajo;0.22
Panecillo de queso;0.35
Panecillo tostado 60% integral Hacendado;0.78
Panecillo tostado classic Hacendado;0.78
Panecillos tostados cereales y semillas Hacendado;0.90
Panela azúcar moreno de caña integral Hacenado;1.80
Panes especiales con tomate y orégano Hacendado;1.35
Panes especiales con tomate y sabor a jamón Hacendado;1.35
Panes especiales sabor pizza con queso Hacendado;1.20
Panna Cotta con caramelo Hacendado;1.15
Panna Cotta de café con leche Hacendado;1.50
Pañal adulto braguita talla L Tena pants plus;15.00
Pañal adulto braguita talla M Tena pants plus;13.60
Pañal adulto talla G Deliplus;14.80
Pañal adulto talla M Deliplus;13.55
Pañal bañador desechable talla M Deliplus de 11-18 kg;2.95
Pañal bañador desechable talla S Deliplus de 6-12 kg;2.95
Pañal bebé braguita talla L de 12-18 kg Deliplus;7.45
Pañal bebé braguita talla M de 8-14 kg Deliplus;7.45
Pañal bebé braguita talla XL de 16-28 kg Deliplus;7.32
Pañal junior braguita noche infantil Deliplus de 17-30 kg;9.90
Pañal junior braguita noche infantil Deliplus de 27-57 kg;9.90
Pañal junior talla 34-46 más de 25 kg Deliplus;8.50
Pañales bebé talla 0 hasta 3 kg Deliplus;4.65
Pañales bebé talla 1 de 2-4 kg Deliplus;4.85
Pañales bebé talla 1 de 2-5 kg Dodot;5.99
Pañales bebé talla 2 de 3-6 kg Deliplus;6.95
Pañales bebé talla 2 de 4-8 kg Dodot;12.97
Pañales bebé talla 3 de 4-10 kg Deliplus;14.30
Pañales bebé talla 3 de 6-10 kg Dodot;19.95
Pañales bebé talla 4 de 9-14 kg Dodot;19.95
Pañales bebé talla 4 de 9-15 kg Deliplus;15.00
Pañales bebé talla 5 de 11-16 kg Dodot;19.95
Pañales bebé talla 5 de 13-18 kg Deliplus;15.00
Pañales bebé talla 6 de 17-28 kg Deliplus;5.65
Pañales bebé talla 6 más de 13 kg Dodot;8.85
Paño microfibra multiusos Bosque Verde gafas y pantallas;0.90
Paño seca vajillas Bosque Verde;2.20
Pañuelos de papel con loción Bosque Verde;1.10
Pañuelos de papel con loción suavizante Bosque Verde;1.00
Pañuelos de papel extra suaves Bosque Verde;1.05
Pañuelos de papel mentol Bosque Verde;1.00
Papaya;6.15
Papel cocina gigante absorbente Bosque Verde;2.60
Papel de aluminio Bosque Verde;1.55
Papel de regalo estampado Bosque Verde;0.70
Papel de regalo infantil Bosque Verde;0.70
Papel de regalo liso Bosque Verde;1.00
Papel higiénico acolchado Bosque Verde;2.93
Papel higiénico doble hoja Bosque Verde;2.05
Papel higiénico doble rollo Bosque Verde;3.82
Papel higiénico húmedo WC Bosque Verde;0.65
Papel higiénico húmedo WC infantil Bosque Verde;1.85
Papel higiénico suave Bosque Verde;2.60
Papel hogar compacto absorbente Bosque Verde;1.78
Papel hogar super absorbente Bosque Verde;2.10
Papel multiusos resistente Bosque Verde;2.89
Papel vegetal Bosque Verde;1.30
Papilla 8 cereales con galleta Hero baby +6 meses;2.99
Papilla 8 cereales con miel Hero baby +6 meses;2.71
Papilla 8 cereales Hero baby +6 meses;2.71
Papilla arroz con pollo Hero baby natur +6 meses;0.99
Papilla cinco frutas +4 meses Hacendado;1.55
Papilla cóctel tropical +8 meses Hacendado;1.72
Papilla compota de manzana +4 meses Hacendado;0.94
Papilla crema de bechamel con lenguado Hero baby +8 meses;0.99
Papilla crema de verduras con rape Hero baby buenas noches +8 meses;2.35
Papilla cuatro frutas con avena +8 meses Hacendado;1.65
Papilla cuatro frutas con yogur +6 meses Hacendado;1.65
Papilla dúo de frutas +4 meses Hacendado;0.99
Papilla espaguetis con carne y verduritas Hero baby +12 meses sin triturar;2.30
Papilla fresa y plátano +8 meses Hacendado;0.70
Papilla fruta variada +4 meses Hacendado;1.85
Papilla fruta variada +6 meses Hacendado;0.70
Papilla fruta variada con queso fresco +6 meses Hacendado;1.48
Papilla instantánea 8 cereales con cacao Nestlé +12 meses;3.59
Papilla instantánea 8 cereales con galleta María Nestlé +6 meses;3.59
Papilla instantánea 8 cereales con miel Nestlé +6 meses;3.80
Papilla instantánea 8 cereales Nestlé +6 meses;3.80
Papilla instantánea 8 cereales, plátano, naranja y galleta Nestlé +6 meses;3.80
Papilla instantánea con cereales sin gluten Nestlé +4 meses;3.00
Papilla lentejas con verduritas Hero baby recetas caseras +8 meses;1.75
Papilla líquida leche y cereales con galleta maría Nestlé +6 meses;2.00
Papilla líquida leche y cereales con miel Nestlé Pijama +6 meses;2.00
Papilla líquida leche y cereales multifrutas Nestlé +6 meses;2.00
Papilla líquida leche y cereales Nestlé Pijama +6 meses;2.00
Papilla líquida leche y cereales sin gluten Nestlé +6 meses;2.00
Papilla manzana y plátano +6 meses Hacendado;0.70
Papilla menestra de codero a la crema Hero baby recetas caseras +6 meses;1.75
Papilla menestra de verduras con ternera y jamón Hero baby +6 meses;0.99
Papilla plátano, mandarina y pera +4 meses Hacendado;1.85
Papilla plátano, naranja y galleta +4 meses Hacendado;1.50
Papilla sin gluten crema de arroz Hero baby +4 meses;1.99
Papilla verduritas con delicias de pavo Hero baby natur +6 meses;0.99
Papilla verduritas con merluza Hero baby +8 meses;0.99
Papilla verduritas con pescadilla a la crema Hero baby buenas noches +8 meses;1.70
Papilla verduritas con pollo Hero baby buenas noches +6 meses;1.70
Papilla verduritas con pollo y ternera Hero baby +6 meses;0.99
Papilla zanahorias baby con ternera Hero baby +6 meses;0.99
Papilla zanahorias con arroz en caldito de pollo Hero baby +6 meses;0.99
Paraguayo;0.37
Parches aromáticos con citronela Directsalud;2.99
Parrillada de verduras Hacendado ultracongeladas;1.20
Pasas moscatel sin semillas Hacendado;2.15
Pasas sultanas sin semillas Hacendado;1.81
Pasta de almendra Hacendado;0.22
Pasta estrellas Hacendado;0.69
Pasta infantil con vegetales Hacendado;0.79
Pasta maravilla Hacendado;0.60
Pasta matificante todo tipo de cabello Deliplus fijación 3;3.95
Pasta oriental sabor gamba camarao Maggi;0.69
Pasta oriental sabor pollo frango Maggi;0.69
Pasta piñones Hacendado;0.69
Pasta tiburón Hacendado;0.60
Pastel de atún Hacendado;2.80
Pastel de crema;0.34
Pastel marmolado Hacendado;1.30
Pastillas antical para lavadora Bosque Verde;2.95
